Timestamp,1. How comfortable are you with your surroundings in school ?,2. How would you rate the quality of your relationships with your classmates?,3. Do you have any close friends at school?,"4. If 'YES', how did they affect in your academics?",5. What is the part of your student life that you are unsatisfied with the most?,6. Do you sometimes feel isolated in your college  environment?,7. How often do external problems affect your academics ?,8. Does your personal relationship (Love Life) affect your academic level  ?,9. Do you feel comfortable seeking help or advice from friends when facing academic challenges?,"10. Are you engaged in any external activities  (Associations, Clubs, organizations...) outside of academics? ","11. If 'YES',How often are you engaged in these social activities ? ",1. Does your academic study affect your mental well-being?,2. If 'YES' rate it: ,3. Do you feel motivated to wake up and go to college?,4. How stresseful  school is for you?,5. How would you rate the university environment ?,6. Do you experience any sleep disorders during exams and assesment due to the university environment ?,7. Is it tough for you to fulfill your ambitions ?,"8. If you could choose any of these words to describe your mental health, which would suit you? ",9. Do academic results affect your mental health ?,"1. Are you engaged in any physical activities ? (gym, sport activity ...)","2. If ""NO"", tell us why ",3. Do you often have time to have lunch during the break,4. Does it cause you any eat disorders,5. How many hours of sleep do you get on an average night at university ?,6. How would you describe your daily routine?,7. How do you rate your overall health ?,1. How do you rate your emotional resilience ?,2. Have you ever felt like you lack a sense of purpose in your studies ?,3. How confident do you feel in your ability to overcome challenges in your academic life?,4. Have you ever received training or support in developing emotional resilience skills?,"5. If 'YES', did it help ?",6. How often do you engage in activities that help you relax and unwind?,Are you?,15.Age ,Status ,Level of education,Field of study,Location,Governorates,Your university ,How well do you describe yourself academically ?,Share your opinon about the surveys 
10/27/2023 11:15:57,5,5,Yes,Normal,"Social life, Teacher",Sometimes,Often,Agree,Neutral,"Yes, occasionally",Monthly,No,NULL,Often,4,Good,sometimes,No,trying my best,No,Yes,NULL,Yes,No,6-7 hours,Challenging,8,5,No,Confident,No,NULL,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,"In my opinion , this survy can be the first step of a bigger journey of spreading awarness about mental health for university students"
10/27/2023 11:16:20,9,3,Yes,Positive/Good,"Schedule, Administration",Never,Sometimes,Agree,Neutral,"Yes, Too Much",Daily,Yes,9,Sometimes,5,Stressful,occasionally,No,excited,Yes,Yes,NULL,No,Yes,5-6 hours,Intresting,7,7,Yes,Neutral,No,NULL,Rarely,Male,18-21,Single,PhD,"Natural Sciences (Medical,Biology, Chemistry, Physics, Earth Sciences....)",Tunisia,Sousse,Public,7,Nice
10/27/2023 11:50:45,5,7,Yes,Positive/Good,"Social life, Subjects",Rarely,Rarely,Disagree,Comfortable,"Yes, occasionally",Weekly,No,NULL,Sometimes,2,Stressful,never,No,bored,No,No,I have other engagements,Yes,No,6-7 hours,Challenging,8,7,Yes,Confident,Yes,Quiet helpful,Weekly,Male,18-21,Taken,Undergraduate (Bachelor),"Professions and applied sciences (Library Science, Museum Studies, Military Science, Real Estate & Property Management, Family & Consumer Science...)",Tunisia,Sousse,Public,8,Good👍👌
10/27/2023 11:51:38,5,5,Yes,Normal,Social life,Sometimes,Sometimes,Disagree,Comfortable,"Yes, occasionally",Weekly,Yes,6,Sometimes,5,Toxic,never,Yes,overwhelmed,Yes,No,other reasons,No,Yes,7-9 hours,Boring,5,4,No,Confident,No,No,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Tunis,Private,7,Yes
10/27/2023 11:59:37,9,9,Yes,Positive/Good,"Teacher, Subjects, Schedule",Rarely,Sometimes,Disagree,Comfortable,"Yes, Too Much",Weekly,Yes,4,Rarely,4,Good,not much,No,trying my best,Yes,No,Schedule,Yes,No,5-6 hours,Challenging,8,9,Yes,Confident,No,NULL,Rarely,Male,24-28,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,
10/27/2023 12:00:23,2,6,Yes,Negative/Badly,"Subjects, Schedule, Administration",Never,Sometimes,Disagree,Comfortable,"Yes, occasionally",Monthly,Yes,8,Rarely,9,Toxic,sometimes,Yes,bored,Yes,Yes,NULL,No,Yes,5-6 hours,Boring,7,6,Yes,Neutral,No,NULL,Rarely,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Kebili,Public,8,
10/27/2023 12:19:31,3,3,Yes,Normal,"Teacher, Exams, Administration",Never,Sometimes,Disagree,Comfortable,No,Rarely,Yes,1,Often,6,Toxic,sometimes,Yes,struggling,Yes,Yes,NULL,Yes,No,Less than 5 hours,Intresting,8,9,No,Neutral,No,NULL,Rarely,Female,18-21,Taken,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Philippines,NULL,Public,8,Great! 
10/27/2023 12:29:08,7,8,Yes,Positive/Good,"Social life, Schedule, Exams",Rarely,Often,Disagree,Comfortable,No,NULL,Yes,8,Often,9,Good,occasionally,Yes,trying my best,Yes,No,I have other engagements,No,Yes,Less than 5 hours,Challenging,5,8,No,Neutral,No,NULL,Monthly,Female,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Philippines,,Public,6,
10/27/2023 12:46:45,7,8,Yes,Normal,"Exams, Administration",Never,Never,Disagree,Neutral,"Yes, occasionally",Rarely,No,NULL,Sometimes,5,Good,sometimes,No,happy,No,Yes,NULL,Yes,No,6-7 hours,Challenging,7,6,No,Neutral,No,NULL,Rarely,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,
10/27/2023 13:10:13,5,9,Yes,Positive/Good,"Teacher, Schedule, Exams",Often,Sometimes,Agree,Neutral,No,Rarely,Yes,8,Sometimes,9,Good,sometimes,Yes,trying my best,Yes,No,other reasons,Yes,No,Less than 5 hours,Boring,5,5,Yes,Neutral,No,NULL,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Philippines,,Public,4,
10/27/2023 14:21:46,6,7,Yes,Normal,"Schedule, Administration",Rarely,Rarely,Disagree,Neutral,"Yes, Too Much",Weekly,Yes,8,Sometimes,8,Good,never,No,trying my best,Yes,Yes,NULL,Yes,No,5-6 hours,Boring,9,5,Yes,Neutral,No,NULL,Rarely,Female,18-21,Single,Pre-Engineering,"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Sousse,Public,7,
10/27/2023 14:56:44,3,4,No,Normal,"Schedule, Administration, ",Always,Often,Agree,Comfortable,No,NULL,Yes,6,Never,8,Stressful,always,Yes,struggling,Yes,Yes,NULL,Yes,Yes,5-6 hours,Boring,5,6,Yes,Neutral,No,NULL,Rarely,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,8,
10/27/2023 15:00:01,8,7,Yes,Normal,"Social life, Teacher, Schedule",Sometimes,Sometimes,Agree,Neutral,"Yes, occasionally",Rarely,Yes,5,Rarely,4,Good,occasionally,Yes,bored,Yes,No,Schedule,Yes,Yes,5-6 hours,Boring,4,4,Yes,Unconfident,No,NULL,Rarely,Male,22-24,Single,Pre-Engineering,Mechanical ,Tunisia,Sousse,Public,6,
10/27/2023 21:01:50,6,9,Yes,Positive/Good,Social life,Sometimes,Rarely,Disagree,Comfortable,No,Rarely,Yes,6,Often,7,Good,occasionally,No,struggling,Yes,No,Schedule,No,Yes,5-6 hours,Challenging,4,5,No,Confident,No,No,Weekly,Female,28,Single,PhD,"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Tunis,Public,9,
10/27/2023 22:17:58,5,5,Yes,Normal,"Teacher, Schedule, Administration",Often,Sometimes,Disagree,Neutral,"Yes, occasionally",Rarely,No,NULL,Never,5,Good,sometimes,Yes,bored,No,No,other reasons,No,Yes,Less than 5 hours,Boring,7,7,Yes,Neutral,No,NULL,Monthly,Female,22-24,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,8,
10/28/2023 2:31:46,6,6,Yes,Positive/Good,"Teacher, Schedule, Exams",Often,Often,Agree,Neutral,"Yes, occasionally",Monthly,Yes,5,Rarely,7,Stressful,not much,No,struggling,Yes,Yes,NULL,No,No,Less than 5 hours,Challenging,5,4,No,Unconfident,Yes,Not realy,Never,Female,22-24,Single,Pre-Engineering,"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,,Private,6,
10/28/2023 2:36:06,4,4,Yes,Positive/Good,"Teacher, Schedule, Administration",Rarely,Always,Disagree,Uncomfortable,"Yes, Too Much",Daily,Yes,9,Rarely,8,Stressful,always,Yes,trying my best,Yes,No,Schedule,Yes,No,Less than 5 hours,Intresting,3,4,Yes,Unconfident,Yes,Not realy,Monthly,Female,22-24,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,5,
10/28/2023 2:38:17,6,8,No,NULL,Schedule,Rarely,Sometimes,Disagree,Comfortable,"Yes, occasionally",Daily,No,NULL,Often,4,Good,occasionally,No,trying my best,Yes,Yes,NULL,No,Yes,5-6 hours,Intresting,7,7,No,Confident,No,NULL,Weekly,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,
10/28/2023 2:39:12,7,7,Yes,Normal,"Teacher, Schedule, Administration",Rarely,Often,Disagree,Comfortable,"Yes, occasionally",Weekly,No,NULL,Sometimes,7,Good,sometimes,Yes,trying my best,Yes,Yes,NULL,No,Yes,Less than 5 hours,Challenging,7,5,Yes,Neutral,Yes,Not realy,Rarely,Male,22-24,Taken,Engineering,Electromechnical Engineering ,Tunisia,Sousse,Private,5,
10/28/2023 2:39:42,7,6,Yes,Normal,"Teacher, Subjects, Administration",Rarely,Never,Disagree,Comfortable,"Yes, occasionally",Monthly,No,NULL,Sometimes,6,Stressful,not much,Yes,trying my best,No,Yes,NULL,Yes,No,6-7 hours,Intresting,8,9,Yes,Confident,No,NULL,Rarely,Male,18-21,she took the kids,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Monastir,Public,6,
10/28/2023 2:41:37,5,4,No,Normal,"Teacher, Subjects",Sometimes,Sometimes,Agree,Comfortable,"Yes, Too Much",Daily,Yes,8,Rarely,7,Stressful,sometimes,Yes,trying my best,Yes,No,I have other engagements,Yes,Yes,5-6 hours,Challenging,4,4,Yes,Neutral,No,NULL,Weekly,Male,22-24,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,
10/28/2023 2:42:35,4,9,Yes,Positive/Good,"Schedule, Exams, Administration",Often,Sometimes,Disagree,Neutral,"Yes, occasionally",Weekly,Yes,4,Sometimes,6,Good,sometimes,No,trying my best,No,Yes,NULL,Yes,No,7-9 hours,Intresting,5,6,Yes,Confident,No,NULL,Daily,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,8,
10/28/2023 2:43:52,8,10,Yes,Positive/Good,"Subjects, Schedule, Administration",Sometimes,Sometimes,Disagree,Neutral,"Yes, Too Much",Weekly,Yes,2,Sometimes,9,Stressful,sometimes,No,trying my best,Yes,Yes,other reasons,Yes,No,Less than 5 hours,Challenging,9,6,Yes,Neutral,Yes,Not realy,Monthly,Male,22-24,Single,Pre-Engineering,"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Sousse,Public,3,
10/28/2023 2:47:18,5,9,Yes,Normal,Teacher,Never,Never,Disagree,Comfortable,"Yes, occasionally",Daily,Yes,9,Rarely,9,Good,always,Yes,bored,Yes,No,other reasons,Yes,No,5-6 hours,Boring,5,1,No,Confident,No,NULL,Rarely,Male,18-21,Single,PhD,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Mahdia,Public,5,
10/28/2023 2:50:32,5,4,Yes,Normal,"Social life, Schedule",Sometimes,Sometimes,Disagree,Neutral,"Yes, occasionally",Weekly,Yes,4,Sometimes,6,Stressful,occasionally,Yes,trying my best,Yes,Yes,NULL,Yes,No,5-6 hours,Challenging,6,4,Yes,Confident,No,NULL,Monthly,Male,18-21,Single,Pre-Engineering,Prépa intègre TIC,Tunisia,Kairouan,Private,6,
10/28/2023 3:08:09,6,7,Yes,Positive/Good,"Subjects, Administration",Never,Sometimes,Disagree,Neutral,"Yes, Too Much",Weekly,No,NULL,Often,6,Good,not much,Yes,trying my best,No,No,other reasons,Yes,No,5-6 hours,Challenging,10,8,Yes,Confident,No,NULL,Weekly,Male,22-24,Single,Master's,Mechanical engineering ,Tunisia,Sousse,Public,7,
10/28/2023 3:50:44,8,8,Yes,Normal,Schedule,Rarely,Often,Agree,Uncomfortable,"Yes, occasionally",Weekly,Yes,5,Sometimes,5,Stressful,not much,Yes,trying my best,Yes,Yes,NULL,No,Yes,6-7 hours,Boring,5,5,Yes,Confident,Yes,Quiet helpful,Daily,Male,24-28,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Private,10,
10/28/2023 6:45:03,5,7,Yes,Normal,"Schedule, Exams, Administration",Rarely,Rarely,Disagree,Comfortable,"Yes, Too Much",Weekly,Yes,8,Sometimes,9,Stressful,not much,Yes,trying my best,Yes,No,other reasons,Yes,Yes,6-7 hours,Boring,7,6,Yes,Neutral,No,NULL,Never,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,5,
10/28/2023 9:10:57,8,7,Yes,Positive/Good,"Subjects, Exams, Administration",Rarely,Sometimes,Agree,Comfortable,"Yes, Too Much",Weekly,Yes,8,Often,3,Stressful,always,Yes,bored,Yes,Yes,NULL,No,Yes,5-6 hours,Challenging,7,7,Yes,Confident,Yes,Quiet helpful,Monthly,Female,18-21,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Mahdia,Public,8,It's good
10/28/2023 12:05:46,5,1,No,NULL,"Subjects, Exams",Never,Sometimes,Disagree,Neutral,"Yes, occasionally",Rarely,No,NULL,Sometimes,3,Good,not much,No,happy,No,No,other reasons,Yes,No,6-7 hours,Boring,6,8,Yes,Neutral,No,NULL,Weekly,Female,22-24,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Monastir,Public,5,It's nice 
10/28/2023 22:14:59,4,5,Yes,Negative/Badly,"Subjects, Schedule, People",Never,Sometimes,Agree,Comfortable,No,Rarely,Yes,7,Rarely,10,Stressful,never,Yes,bored,Yes,Yes,NULL,Yes,No,6-7 hours,Boring,7,8,Yes,Confident,No,NULL,Daily,Male,18-21,Single,Undergraduate (Bachelor),Génie logistique ,Tunisia,Sousse,Public,5,
10/29/2023 15:40:02,9,8,Yes,Positive/Good,"Teacher, Schedule, Administration",Rarely,Rarely,Disagree,Neutral,"Yes, Too Much",Weekly,Yes,8,Rarely,3,Good,occasionally,Yes,struggling,No,No,I have other engagements,Yes,Yes,5-6 hours,Boring,7,8,Yes,Confident,No,NULL,Weekly,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Tunis,Public,8,
10/29/2023 15:50:03,7,5,Yes,Positive/Good,"Social life, Teacher",Sometimes,Rarely,Disagree,Comfortable,"Yes, Too Much",Daily,No,NULL,Often,5,Good,sometimes,No,trying my best,Yes,No,other reasons,Yes,No,6-7 hours,Intresting,7,8,Yes,Confident,No,NULL,Weekly,Female,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Ariana,Public,6,
10/29/2023 16:19:47,10,10,Yes,Positive/Good,"Teacher, Subjects, Exams",Rarely,Sometimes,Disagree,Neutral,"Yes, occasionally",Rarely,No,NULL,Never,1,Stressful,not much,Yes,trying my best,Yes,Yes,NULL,Yes,No,6-7 hours,Challenging,5,10,Yes,Confident,No,NULL,Monthly,Female,18-21,Single,Pre-Engineering,Electrical and electronic engineering ,India,NULL,Private,7,Nil
10/29/2023 16:35:18,4,9,Yes,Positive/Good,Restaurant,Rarely,Often,Disagree,Neutral,"Yes, occasionally",Monthly,Yes,8,Sometimes,8,Good,always,Yes,trying my best,Yes,No,Schedule,Yes,Yes,6-7 hours,Boring,7,7,Yes,Neutral,No,NULL,Weekly,Female,22-24,Single,Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Bizerte,Public,9,
10/29/2023 16:39:28,10,10,Yes,Normal,"Subjects, Exams",Often,Often,Agree,Neutral,"Yes, Too Much",Weekly,Yes,9,Often,5,Good,occasionally,No,trying my best,Yes,No,Schedule,Yes,No,Less than 5 hours,Challenging,6,5,Yes,Confident,No,NULL,Never,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",India,NULL,Public,3,Fine
10/29/2023 16:39:51,8,8,Yes,Normal,"Social life, Schedule",Rarely,Sometimes,Disagree,Comfortable,"Yes, Too Much",Daily,Yes,5,Sometimes,8,Good,always,Yes,overwhelmed,Yes,No,Schedule,No,Yes,5-6 hours,Boring,7,7,Yes,Confident,No,NULL,Daily,Female,18-21,Taken,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Bizerte,Public,7,
10/29/2023 18:21:22,7,8,Yes,Normal,Administration,Sometimes,Rarely,Agree,Comfortable,"Yes, Too Much",Daily,Yes,1,Sometimes,7,Good,sometimes,Yes,trying my best,Yes,No,other reasons,Yes,No,6-7 hours,Challenging,9,6,Yes,Confident,No,NULL,Daily,Female,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Tunis,Public,7,
10/30/2023 15:43:03,8,7,Yes,Normal,"Subjects, Exams",Rarely,Rarely,Disagree,Neutral,"Yes, occasionally",Weekly,No,NULL,Always,1,Good,occasionally,No,bored,No,Yes,NULL,No,No,Less than 5 hours,Intresting,9,2,No,Neutral,No,NULL,Weekly,miltary helicopter ,22-24,Taken,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Switzerland,Sousse,Public,9,
10/30/2023 15:51:17,7,6,Yes,Normal,"Social life, Administration",Rarely,Always,Disagree,Neutral,No,,Yes,7,Sometimes,8,Good,always,Yes,overwhelmed,Yes,No,Schedule,No,No,5-6 hours,Boring,7,5,Yes,Confident,No,,Rarely,Female,18-21,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Tunis,Public,7,
10/30/2023 15:58:28,4,7,Yes,Positive/Good,"Teacher, Subjects, Exams",Sometimes,Sometimes,Disagree,Neutral,No,,No,,Never,1,Good,not much,No,bored,No,Yes,,No,No,Less than 5 hours,Boring,5,2,No,Unconfident,No,Soo helpful,Weekly,Male,18-21,Single,Pre-Engineering,gamer,North Macedonia,,Public,3,
10/30/2023 16:08:29,7,7,No,,"Schedule, Administration",Sometimes,Sometimes,Disagree,Comfortable,No,,No,,Rarely,5,Good,occasionally,No,trying my best,Yes,Yes,,Yes,No,5-6 hours,Challenging,7,6,Yes,Neutral,No,,Daily,Male,22-24,Single,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,
10/30/2023 16:09:20,8,4,No,Normal,"Social life, Teacher",Sometimes,Never,Agree,Neutral,No,,No,,Often,3,Toxic,never,No,excited,Yes,Yes,,No,No,6-7 hours,Intresting,9,10,No,Confident,No,,Never,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,,Public,8,
10/30/2023 16:12:46,7,5,Yes,Positive/Good,"Teacher, Schedule, Exams",Sometimes,Often,Agree,Neutral,"Yes, Too Much",Weekly,Yes,6,Rarely,6,Stressful,occasionally,Yes,trying my best,Yes,Yes,,Yes,No,6-7 hours,Intresting,7,8,Yes,Neutral,No,,Monthly,Female,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,6,
10/30/2023 16:14:16,7,7,Yes,Normal,Exams,Rarely,Sometimes,Disagree,Neutral,"Yes, occasionally",Weekly,No,,Sometimes,6,Stressful,sometimes,Yes,bored,No,No,Schedule,No,Yes,6-7 hours,Boring,7,8,Yes,Confident,Yes,Quiet helpful,Monthly,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Kairouan,Public,7,
10/30/2023 16:23:37,10,9,No,,Exams,Never,Sometimes,Disagree,Comfortable,"Yes, occasionally",Weekly,No,,Sometimes,6,Good,sometimes,Yes,excited,No,Yes,,No,No,6-7 hours,Challenging,9,8,No,Confident,No,,Daily,Male,18-21,Single,Undergraduate (Bachelor),License science information ,Tunisia,Sousse,Public,7,"With due my respect, I think the survey is not bad but it lacks questions about the event itself.
You guys should have asked for exemple:
""How are ready are for the upcoming event 1-10?""
And  ""how are you going to prepare it?""
And  ""is the event stressing you?"".........

That's all I have to share. Thank you so much "
10/30/2023 16:40:07,8,7,Yes,Positive/Good,"Teacher, Schedule, Administration",Sometimes,Often,Agree,Neutral,No,,Yes,6,Never,6,Good,occasionally,Yes,struggling,Yes,No,other reasons,Yes,No,Less than 5 hours,Challenging,4,6,Yes,Confident,No,,Rarely,Female,18-21,Dating,Pre-Engineering,"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Ben Arous,Public,7,
10/30/2023 16:42:41,7,6,Yes,Positive/Good,"Subjects, Exams",Sometimes,Often,Disagree,Neutral,"Yes, occasionally",Rarely,Yes,8,Rarely,8,Stressful,always,Yes,overwhelmed,Yes,No,other reasons,Yes,No,5-6 hours,Challenging,8,7,No,Unconfident,No,,Never,Male,18-21,Taken,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",France,,Public,8,
10/30/2023 17:21:27,4,4,Yes,Positive/Good,"Social life, Schedule",Sometimes,Sometimes,Disagree,Neutral,No,,Yes,5,Rarely,3,Good,not much,Yes,bored,Yes,Yes,,Yes,No,6-7 hours,Boring,6,8,No,Confident,No,,Rarely,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Private,7,
10/30/2023 17:22:31,7,7,Yes,Positive/Good,"Teacher, Schedule",Rarely,Sometimes,Agree,Comfortable,"Yes, occasionally",Rarely,No,,Often,6,Good,not much,Yes,trying my best,No,Yes,,Yes,No,6-7 hours,Intresting,8,5,Yes,Confident,No,,Rarely,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,good survey <3
10/30/2023 17:22:52,5,6,Yes,Normal,"Subjects, Schedule",Rarely,Sometimes,Agree,Comfortable,No,,Yes,5,Often,5,Toxic,occasionally,No,overwhelmed,No,Yes,,Yes,No,6-7 hours,Boring,6,9,Yes,Confident,No,,Monthly,Male,22-24,Single,Undergraduate (Bachelor),"Social Sciences ( Business, law, languages, philosophy, religion, mythology, psychology, ....)",Tunisia,Sousse,Public,6,
10/30/2023 17:37:52,8,9,No,,"Social life, Schedule",Often,Rarely,Disagree,Neutral,No,,Yes,10,Always,5,Good,sometimes,Yes,bored,Yes,Yes,,No,Yes,7-9 hours,Boring,7,5,Yes,Neutral,No,,Daily,Male,18-21,Taken,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Ben Arous,Public,9,
10/30/2023 18:03:37,7,7,No,,"Schedule, Administration",Sometimes,Sometimes,Disagree,Neutral,"Yes, occasionally",Monthly,No,,Sometimes,4,Motivating,never,Yes,bored,No,No,I have other engagements,Yes,No,6-7 hours,Boring,7,7,No,Confident,No,,Daily,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Private,8,lé
10/30/2023 18:10:17,3,1,Yes,Positive/Good,"Social life, Schedule",Always,Often,Disagree,Neutral,No,,Yes,5,Never,10,Toxic,sometimes,Yes,trying my best,Yes,Yes,,Yes,No,6-7 hours,Boring,7,5,Yes,Neutral,No,,Never,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",The Bahamas,Tunis,Public,5,so good that i almost nuted on my screen respectfully
10/30/2023 18:18:32,7,8,Yes,Normal,Exams,Sometimes,Often,Agree,Comfortable,"Yes, occasionally",Weekly,Yes,8,Sometimes,7,Good,sometimes,Yes,overwhelmed,Yes,Yes,,Yes,No,6-7 hours,Boring,7,6,No,Neutral,No,,Rarely,Female,18-21,Taken,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Public,7,
10/30/2023 18:22:30,7,5,No,,"Subjects, Exams",Never,Never,Disagree,Neutral,No,,No,,Rarely,1,Good,never,No,trying my best,No,Yes,,Yes,No,7-9 hours,Boring,8,8,Yes,Neutral,No,,Rarely,Male,18-21,Single,Undergraduate (Bachelor),"Formal Sciences ( logic, mathematics, statistics, theoretical computer science, artificial intelligence, information theory, game theory.....)",Tunisia,Sousse,Private,4,
